date,open,high,low,close,volume
2018-11-06 17:07:00,0.0000381100,0.0000409200,0.0000377000,0.0000403744,77528442.0000000000
2018-11-06 17:08:00,0.0000381100,0.0000409200,0.0000377000,0.0000403730,77581414.0000000000
2018-11-06 17:09:00,0.0000381000,0.0000409200,0.0000377000,0.0000403528,77597718.0000000000
2018-11-06 17:10:00,0.0000380900,0.0000409200,0.0000377000,0.0000403538,77635810.0000000000
2018-11-06 17:11:00,0.0000380300,0.0000409200,0.0000377000,0.0000403640,77621484.0000000000
2018-11-06 17:12:00,0.0000380600,0.0000409200,0.0000377000,0.0000404100,77644076.0000000000
2018-11-06 17:13:00,0.0000380300,0.0000409200,0.0000377000,0.0000404344,77665653.0000000000
2018-11-06 17:14:00,0.0000380800,0.0000409200,0.0000377000,0.0000404464,77702665.0000000000
2018-11-06 17:15:00,0.0000380300,0.0000409200,0.0000377000,0.0000404512,77712763.0000000000
2018-11-06 17:16:00,0.0000380100,0.0000409200,0.0000377000,0.0000404520,77719487.0000000000
2018-11-06 17:17:00,0.0000380200,0.0000409200,0.0000377000,0.0000404603,77742084.0000000000
2018-11-06 17:18:00,0.0000380200,0.0000409200,0.0000377000,0.0000404600,77785891.0000000000
2018-11-06 17:19:00,0.0000380700,0.0000409200,0.0000377000,0.0000404923,77800409.0000000000
2018-11-06 17:20:00,0.0000380600,0.0000409200,0.0000377000,0.0000405092,77826315.0000000000
2018-11-06 17:21:00,0.0000380700,0.0000409200,0.0000377000,0.0000405200,77871896.0000000000
2018-11-06 17:22:00,0.0000380700,0.0000409200,0.0000377000,0.0000405487,77931742.0000000000
2018-11-06 17:23:00,0.0000380500,0.0000409200,0.0000377000,0.0000405654,77964235.0000000000
2018-11-06 17:24:00,0.0000380200,0.0000409200,0.0000377000,0.0000405735,78009502.0000000000
2018-11-06 17:25:00,0.0000380400,0.0000409200,0.0000377000,0.0000405639,78111782.0000000000
2018-11-06 17:26:00,0.0000380100,0.0000409200,0.0000377000,0.0000405362,78156468.0000000000
2018-11-06 17:27:00,0.0000380000,0.0000409200,0.0000377000,0.0000405432,78159418.0000000000
2018-11-06 17:28:00,0.0000380000,0.0000409200,0.0000377000,0.0000405374,78183276.0000000000
2018-11-06 17:29:00,0.0000380200,0.0000409200,0.0000377000,0.0000405214,78246863.0000000000
2018-11-06 17:30:00,0.0000380200,0.0000409200,0.0000377000,0.0000405144,78227253.0000000000
2018-11-06 17:31:00,0.0000380300,0.0000409200,0.0000377000,0.0000405105,78296839.0000000000
2018-11-06 17:32:00,0.0000380300,0.0000409200,0.0000377000,0.0000405446,78305268.0000000000
2018-11-06 17:33:00,0.0000380000,0.0000409200,0.0000377000,0.0000405366,78359779.0000000000
2018-11-06 17:34:00,0.0000380400,0.0000409200,0.0000377000,0.0000405787,78420071.0000000000
2018-11-06 17:35:00,0.0000380300,0.0000409200,0.0000377000,0.0000405992,78420521.0000000000
2018-11-06 17:36:00,0.0000380300,0.0000409200,0.0000377000,0.0000406427,79058455.0000000000
2018-11-06 17:37:00,0.0000380100,0.0000409200,0.0000377000,0.0000406451,79177802.0000000000
2018-11-06 17:38:00,0.0000380500,0.0000409200,0.0000377000,0.0000406414,79204071.0000000000
2018-11-06 17:39:00,0.0000380700,0.0000409200,0.0000377000,0.0000406243,79344772.0000000000
2018-11-06 17:40:00,0.0000380400,0.0000409200,0.0000377000,0.0000406045,79669784.0000000000
2018-11-06 17:41:00,0.0000380700,0.0000409200,0.0000377000,0.0000405752,79713917.0000000000
