date,open,high,low,close,volume
2018-10-23 19:49:00,6564.9900000000,6595.0000000000,6515.4500000000,6575.3757407407,14227.9465370000
2018-10-23 19:50:00,6561.4100000000,6595.0000000000,6515.4500000000,6572.9318181818,14222.2143270000
2018-10-23 19:51:00,6559.1400000000,6595.0000000000,6515.4500000000,6573.2136231884,14223.5893520000
2018-10-23 19:52:00,6559.0000000000,6595.0000000000,6515.4500000000,6575.3329545455,14234.6752580000
2018-10-23 19:53:00,6559.9900000000,6595.0000000000,6515.4500000000,6576.3082352941,14235.7647110000
2018-10-23 19:54:00,6557.0000000000,6595.0000000000,6515.4500000000,6576.4337837838,14231.7449830000
2018-10-23 19:55:00,6557.8400000000,6595.0000000000,6515.4500000000,6576.5628571429,14232.7262250000
2018-10-23 19:56:00,6554.9700000000,6595.0000000000,6515.4500000000,6576.3963235294,14223.3541610000
2018-10-23 19:57:00,6553.8000000000,6595.0000000000,6515.4500000000,6576.2450000000,14223.2201680000
2018-10-23 19:58:00,6554.9800000000,6595.0000000000,6515.4500000000,6576.0965789474,14220.0534850000
2018-10-23 19:59:00,6559.4600000000,6595.0000000000,6515.4500000000,6576.1526250000,14203.1662590000
2018-10-23 20:00:00,6561.1800000000,6595.0000000000,6515.4500000000,6577.3442647059,14205.7023460000
2018-10-23 20:01:00,6567.9300000000,6595.0000000000,6515.4500000000,6580.2829310345,14207.2908910000
2018-10-23 20:02:00,6568.5700000000,6595.0000000000,6515.4500000000,6578.3162222222,14199.4196900000
2018-10-23 20:03:00,6565.0200000000,6595.0000000000,6515.4500000000,6577.5983950617,14198.5504620000
2018-10-23 20:04:00,6568.0600000000,6595.0000000000,6515.4500000000,6577.9122222222,14200.8444440000
2018-10-23 20:05:00,6565.9100000000,6595.0000000000,6515.4500000000,6577.6797297297,14198.7709610000
2018-10-23 20:06:00,6566.6200000000,6595.0000000000,6515.4500000000,6577.1060294118,14200.4576610000
2018-10-23 20:07:00,6565.3100000000,6595.0000000000,6515.4500000000,6576.7529411765,14203.6126700000
2018-10-23 20:08:00,6566.7200000000,6595.0000000000,6515.4500000000,6576.1082142857,14210.1650300000
2018-10-23 20:09:00,6564.2100000000,6595.0000000000,6515.4500000000,6575.3477777778,14219.2207010000
2018-10-23 20:10:00,6564.1900000000,6595.0000000000,6515.4500000000,6572.6357291667,14227.7501510000
2018-10-23 20:11:00,6566.7200000000,6595.0000000000,6515.4500000000,6571.5367164179,14209.9711470000
2018-10-23 20:12:00,6566.2600000000,6595.0000000000,6515.4500000000,6569.4152173913,14204.0883840000
2018-10-23 20:13:00,6565.3500000000,6595.0000000000,6515.4500000000,6569.3019827586,14202.5687370000
2018-10-23 20:14:00,6570.0200000000,6595.0000000000,6515.4500000000,6570.6996774194,14212.8006100000
2018-10-23 20:15:00,6572.8700000000,6595.0000000000,6515.4500000000,6569.8924615385,14219.1008370000
2018-10-23 20:16:00,6573.9900000000,6595.0000000000,6515.4500000000,6566.8780357143,14217.2397240000
2018-10-23 20:17:00,6572.3900000000,6595.0000000000,6515.4500000000,6566.1896153846,14218.0499210000
2018-10-23 20:18:00,6573.9600000000,6595.0000000000,6515.4500000000,6565.8934615385,14228.6792170000
2018-10-23 20:19:00,6573.0700000000,6595.0000000000,6515.4500000000,6565.4108000000,14229.6574170000
2018-10-23 20:20:00,6573.0600000000,6595.0000000000,6515.4500000000,6567.0031578947,14227.5573520000
2018-10-23 20:21:00,6575.5100000000,6595.0000000000,6515.4500000000,6567.3497619048,14226.8687430000
2018-10-23 20:22:00,6573.0100000000,6595.0000000000,6515.4500000000,6566.6710000000,14234.4250610000
2018-10-23 20:23:00,6574.1900000000,6595.0000000000,6515.4500000000,6567.1713636364,14238.9971790000
2018-10-23 20:24:00,6574.1700000000,6595.0000000000,6515.4500000000,6567.5304651163,14235.2498940000
2018-10-23 20:25:00,6574.0600000000,6595.0000000000,6515.4500000000,6566.7247058824,14249.8972400000
2018-10-23 20:26:00,6575.6500000000,6595.0000000000,6515.4500000000,6566.3748000000,14244.8643290000
2018-10-23 20:27:00,6575.0000000000,6595.0000000000,6515.4500000000,6566.0387500000,14251.7013830000
2018-10-23 20:28:00,6573.4100000000,6595.0000000000,6515.4500000000,6566.2021951220,14261.0945680000
2018-10-23 20:29:00,6572.0100000000,6595.0000000000,6515.4500000000,6566.8184126984,14270.4115000000
2018-10-23 20:30:00,6572.2600000000,6595.0000000000,6515.4500000000,6566.6694339623,14281.7499330000
