date,open,high,low,close,volume
2018-11-06 17:07:00,0.0000755200,0.0000872900,0.0000747100,0.0000818698,262489105.0000000000
2018-11-06 17:08:00,0.0000754100,0.0000872900,0.0000747100,0.0000818871,262400985.0000000000
2018-11-06 17:09:00,0.0000755000,0.0000872900,0.0000747100,0.0000818759,262208336.0000000000
2018-11-06 17:10:00,0.0000754900,0.0000872900,0.0000747100,0.0000819292,262213952.0000000000
2018-11-06 17:11:00,0.0000753100,0.0000872900,0.0000747100,0.0000818410,262031577.0000000000
2018-11-06 17:12:00,0.0000752900,0.0000872900,0.0000747100,0.0000817759,262018517.0000000000
2018-11-06 17:13:00,0.0000752500,0.0000872900,0.0000747100,0.0000817592,261950845.0000000000
2018-11-06 17:14:00,0.0000752900,0.0000872900,0.0000747100,0.0000816612,261911211.0000000000
2018-11-06 17:15:00,0.0000751900,0.0000872900,0.0000747100,0.0000816378,261618608.0000000000
2018-11-06 17:16:00,0.0000751500,0.0000872900,0.0000747100,0.0000815291,261736712.0000000000
2018-11-06 17:17:00,0.0000752200,0.0000872900,0.0000747100,0.0000813839,261792624.0000000000
2018-11-06 17:18:00,0.0000752000,0.0000872900,0.0000747100,0.0000813549,261746391.0000000000
2018-11-06 17:19:00,0.0000753600,0.0000872900,0.0000747100,0.0000813599,261603352.0000000000
2018-11-06 17:20:00,0.0000753900,0.0000872900,0.0000747100,0.0000814232,261632943.0000000000
2018-11-06 17:21:00,0.0000755000,0.0000872900,0.0000747100,0.0000815417,261533730.0000000000
2018-11-06 17:22:00,0.0000756000,0.0000872900,0.0000747100,0.0000815537,261435501.0000000000
2018-11-06 17:23:00,0.0000756700,0.0000872900,0.0000747100,0.0000815883,261402375.0000000000
2018-11-06 17:24:00,0.0000756000,0.0000872900,0.0000747100,0.0000815671,261321826.0000000000
2018-11-06 17:25:00,0.0000755600,0.0000872900,0.0000747100,0.0000815345,261268434.0000000000
2018-11-06 17:26:00,0.0000755200,0.0000872900,0.0000747100,0.0000815509,261204453.0000000000
2018-11-06 17:27:00,0.0000755300,0.0000872900,0.0000747100,0.0000814629,261277492.0000000000
2018-11-06 17:28:00,0.0000755400,0.0000872900,0.0000747100,0.0000814628,261286017.0000000000
2018-11-06 17:29:00,0.0000756400,0.0000872900,0.0000747100,0.0000814156,261114548.0000000000
2018-11-06 17:30:00,0.0000755900,0.0000872900,0.0000747100,0.0000814166,261068465.0000000000
2018-11-06 17:31:00,0.0000756200,0.0000872900,0.0000747100,0.0000814569,261015684.0000000000
2018-11-06 17:32:00,0.0000755800,0.0000872900,0.0000747100,0.0000814821,261017256.0000000000
2018-11-06 17:33:00,0.0000755400,0.0000872900,0.0000747100,0.0000814800,260963122.0000000000
2018-11-06 17:34:00,0.0000753700,0.0000872900,0.0000747100,0.0000815566,260979784.0000000000
2018-11-06 17:35:00,0.0000754600,0.0000872900,0.0000747100,0.0000817049,260965419.0000000000
2018-11-06 17:36:00,0.0000753800,0.0000872900,0.0000747100,0.0000818688,261077556.0000000000
2018-11-06 17:37:00,0.0000754300,0.0000872900,0.0000747100,0.0000819830,261301679.0000000000
2018-11-06 17:38:00,0.0000755200,0.0000872900,0.0000747100,0.0000818855,261284314.0000000000
2018-11-06 17:39:00,0.0000754800,0.0000872900,0.0000747100,0.0000818378,261299790.0000000000
2018-11-06 17:40:00,0.0000752500,0.0000872900,0.0000747100,0.0000817960,261209478.0000000000
2018-11-06 17:41:00,0.0000752100,0.0000872900,0.0000747100,0.0000817825,261118748.0000000000
2018-11-06 17:42:00,0.0000753100,0.0000872900,0.0000747100,0.0000817791,261107075.0000000000
2018-11-06 17:43:00,0.0000752300,0.0000872900,0.0000747100,0.0000817567,261038868.0000000000
2018-11-06 17:44:00,0.0000751500,0.0000872900,0.0000747100,0.0000817827,260938130.0000000000
2018-11-06 17:45:00,0.0000751900,0.0000872900,0.0000747100,0.0000818277,260815833.0000000000
2018-11-06 17:46:00,0.0000751300,0.0000872900,0.0000747100,0.0000818385,260768961.0000000000
2018-11-06 17:47:00,0.0000750500,0.0000872900,0.0000747100,0.0000818011,260195294.0000000000
2018-11-06 17:48:00,0.0000750700,0.0000872900,0.0000747100,0.0000818263,260146493.0000000000
2018-11-06 17:49:00,0.0000751500,0.0000872900,0.0000747100,0.0000818394,259994957.0000000000
2018-11-06 17:50:00,0.0000751300,0.0000872900,0.0000747100,0.0000818323,259970647.0000000000
2018-11-06 17:51:00,0.0000752900,0.0000872900,0.0000747100,0.0000817679,259884960.0000000000
2018-11-06 17:52:00,0.0000752800,0.0000872900,0.0000747100,0.0000817111,259874505.0000000000
2018-11-06 17:53:00,0.0000753700,0.0000872900,0.0000747100,0.0000817398,259811198.0000000000
2018-11-06 17:54:00,0.0000753400,0.0000872900,0.0000747100,0.0000817309,259721064.0000000000
2018-11-06 17:55:00,0.0000753200,0.0000872900,0.0000747100,0.0000816417,259671421.0000000000
2018-11-06 17:56:00,0.0000752200,0.0000872900,0.0000747100,0.0000815902,259607306.0000000000
2018-11-06 17:57:00,0.0000752500,0.0000872900,0.0000747100,0.0000815408,259654203.0000000000
2018-11-06 17:58:00,0.0000751900,0.0000872900,0.0000747100,0.0000815895,259624254.0000000000
2018-11-06 17:59:00,0.0000751900,0.0000872900,0.0000747100,0.0000815756,259590213.0000000000
2018-11-06 18:00:00,0.0000753100,0.0000872900,0.0000747100,0.0000815699,259614529.0000000000
2018-11-06 18:01:00,0.0000751400,0.0000872900,0.0000747100,0.0000815105,259511984.0000000000
2018-11-06 18:02:00,0.0000751600,0.0000872900,0.0000747100,0.0000816595,259538623.0000000000
2018-11-06 18:03:00,0.0000751000,0.0000872900,0.0000747100,0.0000816496,259504711.0000000000
2018-11-06 18:04:00,0.0000750900,0.0000872900,0.0000747100,0.0000816185,259426855.0000000000
2018-11-06 18:05:00,0.0000751000,0.0000872900,0.0000747100,0.0000816584,259371772.0000000000
2018-11-06 18:06:00,0.0000749900,0.0000872900,0.0000747100,0.0000816575,258994608.0000000000
2018-11-06 18:07:00,0.0000750300,0.0000872900,0.0000747100,0.0000816904,258867717.0000000000
2018-11-06 18:08:00,0.0000751100,0.0000872900,0.0000747100,0.0000816646,258764514.0000000000
2018-11-06 18:09:00,0.0000750200,0.0000872900,0.0000747100,0.0000816615,258788097.0000000000
2018-11-06 18:10:00,0.0000749400,0.0000872900,0.0000747100,0.0000816354,258699056.0000000000
2018-11-06 18:11:00,0.0000748500,0.0000872900,0.0000747100,0.0000816629,258462375.0000000000
2018-11-06 18:12:00,0.0000750000,0.0000872900,0.0000747700,0.0000816142,258232050.0000000000
2018-11-06 18:13:00,0.0000749900,0.0000872900,0.0000747700,0.0000815963,258128918.0000000000
2018-11-06 18:14:00,0.0000749500,0.0000872900,0.0000747700,0.0000816102,258105026.0000000000
2018-11-06 18:15:00,0.0000748900,0.0000872900,0.0000747700,0.0000815989,258023636.0000000000
2018-11-06 18:16:00,0.0000750000,0.0000872900,0.0000747700,0.0000816259,257935429.0000000000
2018-11-06 18:17:00,0.0000750000,0.0000872900,0.0000747700,0.0000816271,257933025.0000000000
2018-11-06 18:18:00,0.0000750100,0.0000872900,0.0000747700,0.0000816445,257926824.0000000000
2018-11-06 18:19:00,0.0000751000,0.0000872900,0.0000747700,0.0000818530,257986702.0000000000
2018-11-06 18:20:00,0.0000752400,0.0000872900,0.0000747700,0.0000821149,258248158.0000000000
2018-11-06 18:21:00,0.0000752500,0.0000872900,0.0000747700,0.0000821667,258137972.0000000000
2018-11-06 18:22:00,0.0000754100,0.0000872900,0.0000747700,0.0000822379,257968425.0000000000
2018-11-06 18:23:00,0.0000754900,0.0000872900,0.0000747700,0.0000823287,258054862.0000000000
2018-11-06 18:24:00,0.0000754100,0.0000872900,0.0000747700,0.0000823575,258074918.0000000000
2018-11-06 18:25:00,0.0000753800,0.0000872900,0.0000747700,0.0000821555,258438582.0000000000
2018-11-06 18:26:00,0.0000753200,0.0000872900,0.0000747700,0.0000821835,258456756.0000000000
2018-11-06 18:27:00,0.0000751600,0.0000872900,0.0000747700,0.0000822164,258419665.0000000000
2018-11-06 18:28:00,0.0000752200,0.0000872900,0.0000747700,0.0000822142,258393432.0000000000
2018-11-06 18:29:00,0.0000752400,0.0000872900,0.0000747700,0.0000819927,258600271.0000000000
2018-11-06 18:30:00,0.0000753000,0.0000872900,0.0000747700,0.0000820048,258621212.0000000000
2018-11-06 18:31:00,0.0000753300,0.0000872900,0.0000747700,0.0000821083,258637263.0000000000
2018-11-06 18:32:00,0.0000753600,0.0000872900,0.0000747700,0.0000821218,258643440.0000000000
2018-11-06 18:33:00,0.0000754100,0.0000872900,0.0000747700,0.0000821110,258654439.0000000000
2018-11-06 18:34:00,0.0000754100,0.0000872900,0.0000747700,0.0000822301,258698112.0000000000
2018-11-06 18:35:00,0.0000753600,0.0000872900,0.0000747700,0.0000823158,258727331.0000000000
2018-11-06 18:36:00,0.0000755500,0.0000872900,0.0000747700,0.0000822879,258664820.0000000000
2018-11-06 18:37:00,0.0000756200,0.0000872900,0.0000747700,0.0000822824,258579902.0000000000
2018-11-06 18:38:00,0.0000756000,0.0000872900,0.0000747700,0.0000823351,258470905.0000000000
2018-11-06 18:39:00,0.0000758500,0.0000872900,0.0000747700,0.0000823623,258261464.0000000000
2018-11-06 18:40:00,0.0000756800,0.0000872900,0.0000747700,0.0000823429,258183931.0000000000
2018-11-06 18:41:00,0.0000756700,0.0000872900,0.0000747700,0.0000824103,258127635.0000000000
2018-11-06 18:42:00,0.0000756000,0.0000872900,0.0000747700,0.0000824861,258156015.0000000000
2018-11-06 18:43:00,0.0000755500,0.0000872900,0.0000747700,0.0000825327,258101987.0000000000
2018-11-06 18:44:00,0.0000755000,0.0000872900,0.0000747700,0.0000825701,258185341.0000000000
2018-11-06 18:45:00,0.0000754800,0.0000872900,0.0000747700,0.0000825162,258174101.0000000000
2018-11-06 18:46:00,0.0000755800,0.0000872900,0.0000747700,0.0000825131,258206715.0000000000
2018-11-06 18:47:00,0.0000755900,0.0000872900,0.0000747700,0.0000824834,258276562.0000000000
